"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Feb 04 18:11:43 GMT 2025","Tue Feb 04 18:11:43 GMT 2025","1","Tests.Acceptance","","","Tests\Acceptance\IndexCest","testOpenTrialPricingPage","testOpenTrialPricingPage","Check that pricing page is visible after click on get free trial button"
"broken","Tue Feb 04 18:11:43 GMT 2025","Tue Feb 04 18:11:43 GMT 2025","5","Tests.Acceptance","","","Tests\Acceptance\IndexCest","testPageTitle","testPageTitle","Check title adn url on index page"
