"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jan 28 09:27:22 GMT 2025","Tue Jan 28 09:27:22 GMT 2025","6","Tests.Acceptance","","","Tests\Acceptance\IndexCest","testPageTitle","testPageTitle","Check title adn url on index page"
"broken","Tue Jan 28 09:27:22 GMT 2025","Tue Jan 28 09:27:22 GMT 2025","1","Tests.Acceptance","","","Tests\Acceptance\IndexCest","testOpenTrialPricingPage","testOpenTrialPricingPage","Check that pricing page is visible after click on get free trial button"
